REPORTE GESTION DE LOCALIZACION DE BOLSINES IDA 05/12/2017 10:58

EVENTO: BOLSINES GENERADOS EN ACARA - Destino: REGISTRO AUTOMOTOR

desde 04/12/2017   hasta 04/12/2017

CODIGO DESTINO;TIPO DESTINO;DESCRIPCION DESTINO;USUARIO EVENTO;FECHA/HORA EVENTO;ID T&T;NRO.PRECINTO;FACTURA(INTERNO ACARA);PESO ACARA;PESO MAILROOM;ULTIMO ESTADO EN VEDIA;NRO.GUIA
1260;R;FLORENCIO VARELA 03 C      (B);0KM;04/12/2017 07:25:13;PP030413235AR;512116;c201700245713;3,765;3,985;EXPEDIDO;18969
1260;R;FLORENCIO VARELA 03 C      (B);VERDES;04/12/2017 13:12:23;PP030417736AR;986616;C201700245551;2,545;2,595;EXPEDIDO;18973
1260;R;FLORENCIO VARELA 03 C      (B);VERDES;04/12/2017 13:25:38;PP030418731AR;986239;C201700245550;1,720;1,785;EXPEDIDO;18973
1260;R;FLORENCIO VARELA 03 C      (B);0KM;04/12/2017 13:30:58;PP030419635AR;;C201700245807;8,500;8,165;EXPEDIDO;18972
1260;R;FLORENCIO VARELA 03 C      (B);0KM;04/12/2017 14:04:31;PP030422930AR;512070;C201700245868;5,935;14,245;EXPEDIDO;18976
1260;R;FLORENCIO VARELA 03 C      (B);VERDES;04/12/2017 14:07:03;PP030423215AR;c922678;C201700239357/9358;1,625;1,630;EXPEDIDO;18974
1261;R;MARCOS PAZ 01 A            (B);VERDES;04/12/2017 14:21:10;PP030424578AR;1635479;C201700238102/40113/40114;1,225;1,210;EXPEDIDO;18974
1262;R;PERGAMINO 3                (B);VERDES;04/12/2017 14:06:28;PP030423158AR;1531503;C201700239120/41098;0,950;0,960;EXPEDIDO;18974
1263;R;OLIVOS 10                  (B);VERDES;04/12/2017 14:06:42;PP030423175AR;1531502;C201700237402/8308;0,485;0,490;EXPEDIDO;18974
1264;R;ADROGUE 05;VERDES;04/12/2017 14:05:55;PP030423095AR;c922827;C201700237403/8309/9359/40340;1,560;1,555;EXPEDIDO;18974
1265;R;PILAR 03                   (B);VERDES;04/12/2017 14:05:35;PP030423056AR;1682423;C201700239121/41099/41100;0,835;1,120;EXPEDIDO;18974
1266;R;MALVINAS ARGENTINAS 03     (B);0KM;04/12/2017 07:25:32;PP030413252AR;512153;c201700245714;5,215;5,205;EXPEDIDO;18969
1266;R;MALVINAS ARGENTINAS 03     (B);PACK;04/12/2017 11:49:49;PP030416877AR;512339;A201700020133;0,405;0,325;EXPEDIDO;18970
1266;R;MALVINAS ARGENTINAS 03     (B);VERDES;04/12/2017 13:13:31;PP030417838AR;986607;C201700245552;4,840;5,070;EXPEDIDO;18973
1266;R;MALVINAS ARGENTINAS 03     (B);0KM;04/12/2017 13:31:07;PP030419670AR;;C201700245808;8,450;8,505;EXPEDIDO;18972
1266;R;MALVINAS ARGENTINAS 03     (B);0KM;04/12/2017 13:31:20;PP030419697AR;;C201700245808;8,510;8,510;EXPEDIDO;18972
1266;R;MALVINAS ARGENTINAS 03     (B);VERDES;04/12/2017 14:02:23;PP030422679AR;1531509;C201700237404/8310;1,190;1,230;EXPEDIDO;18974
1267;R;FLORENTINO AMEGHINO 01 A   (B);VERDES;04/12/2017 14:02:36;PP030422719AR;1531508;C201700240115;0,095;0,165;EXPEDIDO;18974
1268;R;TANDIL NRO.3               (B);VERDES;04/12/2017 14:02:53;PP030422753AR;1531507;C201700237405/40341;0,490;0,485;EXPEDIDO;18974
1269;R;LA MATANZA 12              (B);VERDES;04/12/2017 13:10:09;PP030417532AR;986264;C201700245553;0,870;1,145;EXPEDIDO;18973
1269;R;LA MATANZA 12              (B);0KM;04/12/2017 13:31:29;PP030419737AR;;C201700245809;8,500;8,520;EXPEDIDO;18972
1269;R;LA MATANZA 12              (B);VERDES;04/12/2017 14:04:04;PP030422872AR;1682422;C201700237406/9360;0,575;0,955;EXPEDIDO;18974
1270;R;TIGRE 05                   (B);0KM;04/12/2017 07:26:42;PP030413297AR;512152;c201700245715;6,420;6,610;EXPEDIDO;18969
1270;R;TIGRE 05                   (B);VERDES;04/12/2017 13:10:29;PP030417577AR;986234;C201700245554;3,030;3,015;EXPEDIDO;18973
1270;R;TIGRE 05                   (B);0KM;04/12/2017 13:31:39;PP030419771AR;;C201700245810;8,485;8,500;EXPEDIDO;18972
1270;R;TIGRE 05                   (B);0KM;04/12/2017 13:31:48;PP030419799AR;;C201700245810;8,445;8,480;EXPEDIDO;18972
1270;R;TIGRE 05                   (B);0KM;04/12/2017 13:32:00;PP030419839AR;;C201700245810;8,490;8,515;EXPEDIDO;18972
1270;R;TIGRE 05                   (B);0KM;04/12/2017 13:32:08;PP030419873AR;;C201700245810;8,500;8,525;EXPEDIDO;18972
1270;R;TIGRE 05                   (B);VERDES;04/12/2017 14:03:48;PP030422838AR;1682480;C201700238311/8312/9361/40342;0,005;1,275;EXPEDIDO;18974
1271;R;JOSE C. PAZ 02 A           (B);VERDES;04/12/2017 14:04:49;PP030422974AR;c922857;C201700237407/40343;1,535;1,720;EXPEDIDO;18974
1272;R;LA PLATA 14                (B);VERDES;04/12/2017 14:03:10;PP030422798AR;1531506;C201700239122;0,730;0,725;EXPEDIDO;18974
1273;R;MORENO 4                   (B);VERDES;04/12/2017 14:03:24;PP030422815AR;1531505;C201700240344;0,930;0,615;EXPEDIDO;18974
1274;R;SAN CLEMENTE DEL TUYU 01 A (B);VERDES;04/12/2017 14:05:10;PP030423011AR;c922856;C201700240345;1,400;1,545;EXPEDIDO;18974
1275;R;ENSENADA 1 A MAVI;VERDES;04/12/2017 14:04:23;PP030422912AR;1531510;C201700237408/7409/40346;0,675;0,645;EXPEDIDO;18974
1276;R;ROQUE PEREZ 1 A;VERDES;04/12/2017 14:02:06;PP030422651AR;1531511;C201700239123/41101;0,215;0,215;EXPEDIDO;18974
1277;R;VILLA GESELL 01 A;VERDES;04/12/2017 14:16:47;PP030424175AR;c922657;C201700238103/9362/40347;1,565;1,700;EXPEDIDO;18974
1279;R;SAN PEDRO 02;VERDES;04/12/2017 13:10:53;PP030417617AR;986623;C201700245555;0,900;0,945;EXPEDIDO;18973
1279;R;SAN PEDRO 02;VERDES;04/12/2017 13:13:03;PP030417798AR;986612;C201700245556;0,695;2,365;EXPEDIDO;18973
1279;R;SAN PEDRO 02;VERDES;04/12/2017 14:13:01;PP030423816AR;1635488;C201700237410;0,255;0,255;EXPEDIDO;18974
1280;R;ESCOBAR 03 B (EX ING. MASCHWIT;VERDES;04/12/2017 14:14:22;PP030423952AR;1635483;C201700237411/8313/8314/15/9363/40348;0,850;0,885;EXPEDIDO;18974
1281;R;BERISSO 02;VERDES;04/12/2017 14:16:26;PP030424136AR;1682487;C201700237412/40349;0,580;0,220;EXPEDIDO;18974
1282;R;LOMAS DE ZAMORA 09 B;VERDES;04/12/2017 14:16:01;PP030424119AR;c922660;C201700237413/8316/40350;1,905;1,925;EXPEDIDO;18974
1283;R;NUEVE DE JULIO 02;VERDES;04/12/2017 14:13:46;PP030423878AR;1682488;C201700238317;0,345;0,350;EXPEDIDO;18974
1285;R;ESTEBAN ECHEVERRIA 04 A;0KM;04/12/2017 07:32:55;PP030413592AR;512191;c201700245716;4,055;4,035;EXPEDIDO;18969
1285;R;ESTEBAN ECHEVERRIA 04 A;VERDES;04/12/2017 11:46:24;PP030416333AR;986621;C201700245557;3,265;3,225;EXPEDIDO;18973
1285;R;ESTEBAN ECHEVERRIA 04 A;VERDES;04/12/2017 14:15:15;PP030424034AR;1635484;C201700241102;0,660;0,675;EXPEDIDO;18974
1285;R;ESTEBAN ECHEVERRIA 04 A;0KM;04/12/2017 14:21:19;PP030424595AR;512077;C201700245869;5,965;5,935;EXPEDIDO;18976
1286;R;LA PLATA 15;VERDES;04/12/2017 14:13:33;PP030423855AR;1635487;c201700239364;0,255;0,280;EXPEDIDO;18974
1287;R;ITUZAINGO 3;VERDES;04/12/2017 14:12:22;PP030423731AR;c922891;C201700237414/8318/9365/40351;1,240;1,235;EXPEDIDO;18974
1288;R;MORENO Nº5;VERDES;04/12/2017 14:15:02;PP030423997AR;1635486;C201700240352;0,935;0,965;EXPEDIDO;18974
1289;R;QUILMES Nº 9;VERDES;04/12/2017 14:15:37;PP030424079AR;1635485;C201700237415/9366/9367;0,540;0,570;EXPEDIDO;18974
1290;R;LA MATANZA 13;VERDES;04/12/2017 14:11:20;PP030423657AR;1635489;C201700239368;0,935;0,945;EXPEDIDO;18974
1292;R;ALBERTI NRO. 1;0KM;04/12/2017 07:31:33;PP030413513AR;512151;c201700245717;2,670;2,685;EXPEDIDO;18969
1292;R;ALBERTI NRO. 1;VERDES;04/12/2017 13:11:56;PP030417696AR;986637;C201700245558;0,995;1,075;EXPEDIDO;18973
1292;R;ALBERTI NRO. 1;0KM;04/12/2017 14:07:51;PP030423317AR;512065;C201700245870;2,990;3,025;EXPEDIDO;18976
2002;R;CAPITAL FEDERAL 02;0KM;04/12/2017 08:00:19;PP030414774AR;512040;c201700245718;1,435;1,465;EXPEDIDO;18969
2003;R;CAPITAL FEDERAL 03;VERDES;04/12/2017 13:14:46;PP030417957AR;986622;C201700245560;0,275;0,325;EXPEDIDO;18973
2006;R;CAPITAL FEDERAL 06         (C);0KM;04/12/2017 07:28:04;PP030413354AR;512105;c201700245719;2,720;2,720;EXPEDIDO;18969
2006;R;CAPITAL FEDERAL 06         (C);VERDES;04/12/2017 13:10:19;PP030417550AR;986254;C201700245561;2,545;2,550;EXPEDIDO;18973
2006;R;CAPITAL FEDERAL 06         (C);0KM;04/12/2017 13:32:16;PP030419913AR;;C201700245811;8,435;7,855;EXPEDIDO;18972
2006;R;CAPITAL FEDERAL 06         (C);0KM;04/12/2017 13:32:27;PP030419935AR;;C201700245811;8,460;8,455;EXPEDIDO;18972
2006;R;CAPITAL FEDERAL 06         (C);PACK;04/12/2017 14:38:40;PP030425397AR;1605775;C201700233470/3471;0,995;0,935;EXPEDIDO;18977
2011;R;CAPITAL FEDERAL 11         (C);VERDES;04/12/2017 11:40:54;PP030415633AR;986638;C201700245562;1,020;1,185;EXPEDIDO;18973
2015;R;CAPITAL FEDERAL 15         (C);0KM;04/12/2017 08:01:29;PP030414831AR;512122;c201700245720;1,455;1,470;EXPEDIDO;18969
2015;R;CAPITAL FEDERAL 15         (C);VERDES;04/12/2017 13:11:41;PP030417679AR;986631;c201700245563;2,250;2,250;EXPEDIDO;18973
2015;R;CAPITAL FEDERAL 15         (C);0KM;04/12/2017 13:33:17;PP030420117AR;;C201700245812;8,500;8,505;EXPEDIDO;18972
2027;R;CAPITAL FEDERAL 27         (C);0KM;04/12/2017 07:28:18;PP030413371AR;512168;c201700245721;2,645;2,670;EXPEDIDO;18969
2027;R;CAPITAL FEDERAL 27         (C);VERDES;04/12/2017 11:38:10;PP030415390AR;986633;C201700245564;1,065;1,065;EXPEDIDO;18973
2028;R;CAPITAL FEDERAL 28         (C);0KM;04/12/2017 07:57:36;PP030414655AR;512061;c201700245722;1,420;1,480;EXPEDIDO;18969
2028;R;CAPITAL FEDERAL 28         (C);VERDES;04/12/2017 11:38:49;PP030415457AR;986694;C201700245565;1,090;1,095;EXPEDIDO;18973
2028;R;CAPITAL FEDERAL 28         (C);0KM;04/12/2017 13:32:36;PP030419975AR;;C201700245813;8,480;8,520;EXPEDIDO;18972
2032;R;CAPITAL FEDERAL 32;0KM;04/12/2017 07:57:26;PP030414638AR;512017;c201700245723;1,515;1,480;EXPEDIDO;18969
2032;R;CAPITAL FEDERAL 32;0KM;04/12/2017 13:32:46;PP030420015AR;;C201700245814;8,465;8,490;EXPEDIDO;18972
2033;R;CAPITAL FEDERAL 33         (C);VERDES;04/12/2017 11:41:06;PP030415655AR;986687;C201700245566;1,755;1,795;EXPEDIDO;18973
2035;R;CAPITAL FEDERAL 35         (C);VERDES;04/12/2017 11:41:29;PP030415695AR;986685;C201700245567;0,885;1,200;EXPEDIDO;18973
2035;R;CAPITAL FEDERAL 35         (C);0KM;04/12/2017 13:33:09;PP030420077AR;;C201700245815;8,465;8,505;EXPEDIDO;18972
2042;R;CAPITAL FEDERAL 42         (C);VERDES;04/12/2017 13:11:15;PP030417651AR;986635;C201700245568;0,225;0,265;EXPEDIDO;18973
2044;R;CAPITAL FEDERAL 44         (C);0KM;04/12/2017 07:28:49;PP030413399AR;512173;c201700245724;2,715;2,715;EXPEDIDO;18969
2044;R;CAPITAL FEDERAL 44         (C);VERDES;04/12/2017 11:39:45;PP030415514AR;986676;C201700245569;1,730;1,755;EXPEDIDO;18973
2044;R;CAPITAL FEDERAL 44         (C);PACK;04/12/2017 11:48:42;PP030416758AR;512372;3201700002088;0,570;0,490;EXPEDIDO;18970
2044;R;CAPITAL FEDERAL 44         (C);PACK;04/12/2017 11:52:00;PP030417055AR;512307;B201700003955;0,420;0,355;EXPEDIDO;18970
2044;R;CAPITAL FEDERAL 44         (C);PACK;04/12/2017 11:54:02;PP030417237AR;512374;A201700020104;0,495;0,415;EXPEDIDO;18970
2044;R;CAPITAL FEDERAL 44         (C);0KM;04/12/2017 13:33:29;PP030420151AR;;C201700245816;8,495;8,505;EXPEDIDO;18972
2044;R;CAPITAL FEDERAL 44         (C);0KM;04/12/2017 13:33:38;PP030420196AR;;C201700245816;8,470;8,505;EXPEDIDO;18972
2045;R;CAPITAL FEDERAL 45         (C);VERDES;04/12/2017 11:43:13;PP030415797AR;986700;C201700245570;1,720;2,575;EXPEDIDO;18973
2046;R;CAPITAL FEDERAL 46         (C);VERDES;04/12/2017 11:38:38;PP030415430AR;986683;C201700245571;1,825;1,870;EXPEDIDO;18973
2047;R;CAPITAL FEDERAL 47         (C);PACK;04/12/2017 14:38:16;PP030425352AR;512311;REENVIOC201700237075;2,625;2,645;EXPEDIDO;18977
2049;R;CAPITAL FEDERAL 49         (C);0KM;04/12/2017 07:29:12;PP030413411AR;512181;c201700245725;6,505;6,555;EXPEDIDO;18969
2049;R;CAPITAL FEDERAL 49         (C);VERDES;04/12/2017 11:41:57;PP030415735AR;986691;C201700245572;2,545;2,555;EXPEDIDO;18973
2049;R;CAPITAL FEDERAL 49         (C);0KM;04/12/2017 13:33:49;PP030420219AR;;C201700245817;8,485;8,500;EXPEDIDO;18972
2049;R;CAPITAL FEDERAL 49         (C);0KM;04/12/2017 13:33:58;PP030420253AR;;C201700245817;8,445;8,500;EXPEDIDO;18972
2049;R;CAPITAL FEDERAL 49         (C);0KM;04/12/2017 13:34:06;PP030420275AR;;C201700245817;8,485;8,525;EXPEDIDO;18972
2049;R;CAPITAL FEDERAL 49         (C);0KM;04/12/2017 13:34:13;PP030420315AR;;C201700245817;8,510;8,515;EXPEDIDO;18972
2051;R;CAPITAL FEDERAL 51         (C);PACK;04/12/2017 11:52:12;PP030417078AR;512341;A201700020142;0,520;0,455;EXPEDIDO;18970
2052;R;CAPITAL FEDERAL 52         (C);0KM;04/12/2017 07:29:58;PP030413439AR;512189;c201700245726;5,295;5,520;EXPEDIDO;18969
2053;R;CAPITAL FEDERAL 53         (C);0KM;04/12/2017 07:30:22;PP030413456AR;512188;c201700245727;5,245;5,295;EXPEDIDO;18969
2053;R;CAPITAL FEDERAL 53         (C);VERDES;04/12/2017 11:39:57;PP030415531AR;986679;C201700245573;3,515;3,535;EXPEDIDO;18973
2053;R;CAPITAL FEDERAL 53         (C);0KM;04/12/2017 13:34:23;PP030420355AR;;C201700245818;8,445;8,465;EXPEDIDO;18972
2053;R;CAPITAL FEDERAL 53         (C);0KM;04/12/2017 13:34:30;PP030420390AR;;C201700245818;8,470;4,320;EXPEDIDO;18972
2053;R;CAPITAL FEDERAL 53         (C);0KM;04/12/2017 13:34:39;PP030420412AR;;C201700245818;8,445;8,475;EXPEDIDO;18972
2054;R;CAPITAL FEDERAL 54         (C);VERDES;04/12/2017 13:09:39;PP030417475AR;986284;C201700245574;1,830;1,825;EXPEDIDO;18973
2055;R;CAPITAL FEDERAL 55         (C);0KM;04/12/2017 07:34:41;PP030413677AR;512166;c201700245728;2,640;2,675;EXPEDIDO;18969
2055;R;CAPITAL FEDERAL 55         (C);VERDES;04/12/2017 11:39:28;PP030415491AR;986682;C201700245575;2,215;2,305;EXPEDIDO;18973
2055;R;CAPITAL FEDERAL 55         (C);0KM;04/12/2017 13:34:49;PP030420457AR;;C201700245819;8,445;8,490;EXPEDIDO;18972
2055;R;CAPITAL FEDERAL 55         (C);0KM;04/12/2017 13:34:56;PP030420491AR;;C201700245819;8,495;8,445;EXPEDIDO;18972
2059;R;CAPITAL FEDERAL 59         (C);VERDES;04/12/2017 11:44:02;PP030415871AR;986672;C201700245576;1,680;1,715;EXPEDIDO;18973
2064;R;CAPITAL FEDERAL 64         (C);VERDES;04/12/2017 13:09:48;PP030417492AR;986268;C201700245577;1,695;1,745;EXPEDIDO;18973
2073;R;CAPITAL FEDERAL 73         (C);0KM;04/12/2017 07:30:46;PP030413473AR;512169;c201700245729;3,985;3,995;EXPEDIDO;18969
2073;R;CAPITAL FEDERAL 73         (C);VERDES;04/12/2017 13:08:06;PP030417311AR;986271;C201700245578;1,585;1,590;EXPEDIDO;18973
2073;R;CAPITAL FEDERAL 73         (C);0KM;04/12/2017 13:35:07;PP030420531AR;;C201700245820;8,455;8,470;EXPEDIDO;18972
2073;R;CAPITAL FEDERAL 73         (C);0KM;04/12/2017 13:35:14;PP030420576AR;;C201700245820;8,455;8,470;EXPEDIDO;18972
2076;R;CAPITAL FEDERAL 76;0KM;04/12/2017 07:31:11;PP030413495AR;512156;c201700245730;3,980;3,980;EXPEDIDO;18969
2076;R;CAPITAL FEDERAL 76;VERDES;04/12/2017 13:08:18;PP030417339AR;986252;C201700245579;4,125;4,185;EXPEDIDO;18973
2076;R;CAPITAL FEDERAL 76;0KM;04/12/2017 13:35:24;PP030420593AR;;C201700245821;8,450;8,465;EXPEDIDO;18972
2076;R;CAPITAL FEDERAL 76;0KM;04/12/2017 13:35:31;PP030420633AR;;C201700245821;8,455;8,480;EXPEDIDO;18972
2078;R;CAPITAL FEDERAL 78         (C);PACK;04/12/2017 11:46:15;PP030416316AR;174621;A201700020128;0,365;0,275;EXPEDIDO;18970
2078;R;CAPITAL FEDERAL 78         (C);PACK;04/12/2017 11:54:18;PP030417254AR;512387;A201700020105;0,810;0,700;EXPEDIDO;18970
2078;R;CAPITAL FEDERAL 78         (C);VERDES;04/12/2017 13:09:07;PP030417413AR;986249;C201700245580;0,720;0,850;EXPEDIDO;18973
2085;R;CAPITAL FEDERAL 85         (C);0KM;04/12/2017 07:55:35;PP030414536AR;512013;c201700245731;1,505;1,510;EXPEDIDO;18969
2085;R;CAPITAL FEDERAL 85         (C);VERDES;04/12/2017 13:09:16;PP030417435AR;986266;C201700245581;1,015;1,020;EXPEDIDO;18973
2085;R;CAPITAL FEDERAL 85         (C);0KM;04/12/2017 13:36:10;PP030420735AR;;C201700245822;8,455;9,025;EXPEDIDO;18972
2090;R;CAPITAL FEDERAL 90         (C);VERDES;04/12/2017 13:07:42;PP030417271AR;986241;C201700245582;1,005;1,185;EXPEDIDO;18973
2093;R;CAPITAL FEDERAL 93         (C);PACK;04/12/2017 14:37:48;PP030425278AR;1605776;C201700232582/3499/4653/6536;1,255;1,195;EXPEDIDO;18977
2095;R;CAPITAL FEDERAL 95         (C);PACK;04/12/2017 11:47:27;PP030416571AR;512383;A201700020134;0,315;0,235;EXPEDIDO;18970
2099;R;CAPITAL FEDERAL 99;0KM;04/12/2017 07:55:16;PP030414519AR;512062;c201700245732;1,475;1,490;EXPEDIDO;18969
2099;R;CAPITAL FEDERAL 99;PACK;04/12/2017 11:49:23;PP030416832AR;512367;3201700002089;0,575;0,535;EXPEDIDO;18970
2099;R;CAPITAL FEDERAL 99;VERDES;04/12/2017 13:08:57;PP030417395AR;986253;C201700245583;1,615;1,645;EXPEDIDO;18973
2099;R;CAPITAL FEDERAL 99;0KM;04/12/2017 13:35:49;PP030420695AR;;C201700245823;8,460;8,485;EXPEDIDO;18972
2100;R;CAPITAL FEDERAL 100;0KM;04/12/2017 07:31:56;PP030413535AR;512163;c201700245733;2,785;2,775;EXPEDIDO;18969
3002;R;CATAMARCA 1 "A" MAVI       (K);VERDES;04/12/2017 13:28:24;PP030419136AR;986229;C201700245584;2,655;2,625;EXPEDIDO;18973
3005;R;CATAMARCA 02               (K);VERDES;04/12/2017 13:42:28;PP030421877AR;1595544;cca328389;0,400;0,405;EXPEDIDO;18973
3006;R;CATAMARCA 3                (K);VERDES;04/12/2017 13:08:46;PP030417373AR;986203;C201700245585;1,705;1,945;EXPEDIDO;18973
4001;R;ALTA GRACIA 01 A           (X);0KM;04/12/2017 07:32:17;PP030413558AR;512184;c201700245734;2,715;2,670;EXPEDIDO;18969
4001;R;ALTA GRACIA 01 A           (X);VERDES;04/12/2017 13:07:56;PP030417299AR;986248;C201700245586;5,395;5,470;EXPEDIDO;18973
4001;R;ALTA GRACIA 01 A           (X);0KM;04/12/2017 13:37:45;PP030421072AR;;C201700245824;8,455;8,710;EXPEDIDO;18972
4001;R;ALTA GRACIA 01 A           (X);0KM;04/12/2017 13:37:54;PP030421112AR;;C201700245824;8,425;8,880;EXPEDIDO;18972
4007;R;CORDOBA 03                 (X);VERDES;04/12/2017 13:12:46;PP030417775AR;986615;C201700245587;2,190;2,200;EXPEDIDO;18973
4008;R;CORDOBA 04                 (X);0KM;04/12/2017 07:32:38;PP030413575AR;512161;c201700245735;2,655;2,595;EXPEDIDO;18969
4008;R;CORDOBA 04                 (X);VERDES;04/12/2017 13:10:42;PP030417594AR;986202;C201700245588;4,815;4,805;EXPEDIDO;18973
4008;R;CORDOBA 04                 (X);VERDES;04/12/2017 13:11:04;PP030417634AR;986656;C201700245589;0,670;0,805;EXPEDIDO;18973
4008;R;CORDOBA 04                 (X);0KM;04/12/2017 13:38:07;PP030421130AR;;C201700245825;8,450;8,805;EXPEDIDO;18972
4008;R;CORDOBA 04                 (X);0KM;04/12/2017 13:38:16;PP030421157AR;;C201700245825;8,465;8,480;EXPEDIDO;18972
4009;R;CORRAL DE BUSTOS 01 A      (X);PACK;04/12/2017 11:53:36;PP030417197AR;174461;A201700020106;2,440;2,400;EXPEDIDO;18970
4009;R;CORRAL DE BUSTOS 01 A      (X);VERDES;04/12/2017 13:32:00;PP030419856AR;986288;C201700245590;2,940;2,945;EXPEDIDO;18973
4011;R;CRUZ DEL EJE 01 A MAVI     (X);VERDES;04/12/2017 13:41:23;PP030421656AR;1595547;cca328388;0,225;0,240;EXPEDIDO;18973
4014;R;HERNANDO 1;VERDES;04/12/2017 13:12:10;PP030417719AR;986267;C201700245591;1,625;1,760;EXPEDIDO;18973
4015;R;HUINCA RENANCO 01 A        (X);VERDES;04/12/2017 13:14:00;PP030417872AR;986610;C201700245592;2,145;2,380;EXPEDIDO;18973
4017;R;JOVITA 01 A                (X);PACK;04/12/2017 11:44:26;PP030415939AR;174538;A201700020107;1,095;1,005;EXPEDIDO;18970
4017;R;JOVITA 01 A                (X);VERDES;04/12/2017 13:08:33;PP030417356AR;986221;C201700245593;2,620;2,690;EXPEDIDO;18973
4020;R;VICU¥A MACKENNA 01 A;0KM;04/12/2017 07:33:49;PP030413632AR;512115;c201700245736;4,040;4,045;EXPEDIDO;18969
4020;R;VICU¥A MACKENNA 01 A;VERDES;04/12/2017 13:14:56;PP030417974AR;986618;C201700245594;3,180;3,205;EXPEDIDO;18973
4020;R;VICU¥A MACKENNA 01 A;0KM;04/12/2017 13:36:33;PP030420837AR;;C201700245826;8,455;9,245;EXPEDIDO;18972
4020;R;VICU¥A MACKENNA 01 A;0KM;04/12/2017 13:36:44;PP030420871AR;;C201700245826;8,425;8,475;EXPEDIDO;18972
4020;R;VICU¥A MACKENNA 01 A;0KM;04/12/2017 14:02:25;PP030422696AR;512071;C201700245871;5,965;5,825;EXPEDIDO;18976
4023;R;MORTEROS 01 A              (X);VERDES;04/12/2017 13:40:19;PP030421452AR;1595540;cca328310;0,320;0,315;EXPEDIDO;18973
4034;R;VILLA DE MARIA 01 A;VERDES;04/12/2017 13:39:13;PP030421259AR;1595543;cca328390;0,165;0,180;EXPEDIDO;18973
4035;R;CORDOBA 05                 (X);0KM;04/12/2017 07:33:16;PP030413615AR;512113;c201700245737;2,675;2,660;EXPEDIDO;18969
4035;R;CORDOBA 05                 (X);VERDES;04/12/2017 13:12:34;PP030417753AR;986613;C201700245595;2,715;2,935;EXPEDIDO;18973
4035;R;CORDOBA 05                 (X);0KM;04/12/2017 13:36:53;PP030420911AR;;C201700245827;8,425;8,465;EXPEDIDO;18972
4035;R;CORDOBA 05                 (X);0KM;04/12/2017 13:37:02;PP030420956AR;;C201700245827;8,470;8,485;EXPEDIDO;18972
4054;R;MARCOS JUAREZ 2-"B"        (X);0KM;04/12/2017 13:37:13;PP030420973AR;;C201700245828;8,490;8,975;EXPEDIDO;18972
4057;R;VILLA MARIA 3              (X);VERDES;04/12/2017 13:09:59;PP030417515AR;986247;C201700245596;0,775;0,780;EXPEDIDO;18973
4057;R;VILLA MARIA 3              (X);0KM;04/12/2017 13:37:31;PP030421038AR;;C201700245829;8,535;8,595;EXPEDIDO;18972
4068;R;COSQUIN 2-"B"              (X);VERDES;04/12/2017 13:13:44;PP030417855AR;986647;C201700245597;1,815;1,875;EXPEDIDO;18973
4068;R;COSQUIN 2-"B"              (X);PACK;04/12/2017 15:27:15;PP030428977AR;1605499;REENVIOC201700154323;0,090;0,195;EXPEDIDO;18982
4074;R;CORDOBA 21                 (X);0KM;04/12/2017 07:54:45;PP030414496AR;512031;c201700245738;1,390;1,475;EXPEDIDO;18969
4074;R;CORDOBA 21                 (X);VERDES;04/12/2017 13:15:07;PP030417991AR;986606;C201700245598;2,015;2,065;EXPEDIDO;18973
4074;R;CORDOBA 21                 (X);0KM;04/12/2017 13:38:48;PP030421214AR;;C201700245830;8,435;8,485;EXPEDIDO;18972
4078;R;CORDOBA 24                 (X);PACK;04/12/2017 11:44:48;PP030416015AR;174560;A201700020108;0,505;0,410;EXPEDIDO;18970
4078;R;CORDOBA 24                 (X);VERDES;04/12/2017 13:14:35;PP030417930AR;986611;C201700245599;1,020;1,055;EXPEDIDO;18973
5007;R;SANTO TOME 01 A (CTES)     (W);VERDES;04/12/2017 13:14:12;PP030417890AR;986680;C201700245600;2,855;2,890;EXPEDIDO;18973
5008;R;ESQUINA 01 A MAVI          (W);PACK;04/12/2017 11:45:05;PP030416055AR;174574;A201700020109;0,570;0,485;EXPEDIDO;18970
6008;R;VILLA ANGELA 01 A          (H);0KM;04/12/2017 07:35:20;PP030413694AR;512121;c201700245739;7,640;7,665;EXPEDIDO;18969
6008;R;VILLA ANGELA 01 A          (H);VERDES;04/12/2017 13:14:22;PP030417912AR;986608;C201700245601;0,755;1,105;EXPEDIDO;18973
6008;R;VILLA ANGELA 01 A          (H);0KM;04/12/2017 13:39:06;PP030421231AR;;C201700245831;8,455;8,475;EXPEDIDO;18972
6008;R;VILLA ANGELA 01 A          (H);0KM;04/12/2017 13:39:13;PP030421276AR;;C201700245831;8,450;8,465;EXPEDIDO;18972
6008;R;VILLA ANGELA 01 A          (H);0KM;04/12/2017 13:39:21;PP030421293AR;;C201700245831;8,425;8,460;EXPEDIDO;18972
6008;R;VILLA ANGELA 01 A          (H);0KM;04/12/2017 13:39:31;PP030421316AR;;C201700245831;8,455;8,490;EXPEDIDO;18972
6008;R;VILLA ANGELA 01 A          (H);0KM;04/12/2017 13:39:39;PP030421355AR;;C201700245831;8,425;8,395;EXPEDIDO;18972
6008;R;VILLA ANGELA 01 A          (H);0KM;04/12/2017 13:39:48;PP030421378AR;;C201700245831;8,460;8,470;EXPEDIDO;18972
