REPORTE GESTION DE LOCALIZACION DE BOLSINES IDA 05/12/2017 10:58

EVENTO: BOLSINES GENERADOS EN ACARA - Destino: REGISTRO AUTOMOTOR

desde 04/12/2017   hasta 04/12/2017

CODIGO DESTINO;TIPO DESTINO;DESCRIPCION DESTINO;USUARIO EVENTO;FECHA/HORA EVENTO;ID T&T;NRO.PRECINTO;FACTURA(INTERNO ACARA);PESO ACARA;PESO MAILROOM;ULTIMO ESTADO EN VEDIA;NRO.GUIA
1136;R;ADROGUE 02;0KM;04/12/2017 07:22:23;PP030413093AR;512179;c201700245700;1,475;1,445;EXPEDIDO;18969
1136;R;ADROGUE 02;VERDES;04/12/2017 11:48:13;PP030416695AR;986646;C201700245525;1,740;1,735;EXPEDIDO;18973
1136;R;ADROGUE 02;0KM;04/12/2017 13:28:25;PP030419153AR;;C201700245794;8,480;8,245;EXPEDIDO;18972
1137;R;OLIVOS 03                  (B);VERDES;04/12/2017 14:33:40;PP030424992AR;1561553;C201700237344/40268;0,725;0,720;EXPEDIDO;18978
1139;R;SAN ISIDRO 03              (B);VERDES;04/12/2017 14:33:57;PP030425012AR;1561552;C201700240107/0269;0,485;0,475;EXPEDIDO;18978
1141;R;TIGRE 02                   (B);0KM;04/12/2017 07:22:47;PP030413116AR;512110;c201700245701;2,655;2,665;EXPEDIDO;18969
1141;R;TIGRE 02                   (B);VERDES;04/12/2017 11:46:58;PP030416452AR;986602;C201700245526;2,245;2,180;EXPEDIDO;18973
1141;R;TIGRE 02                   (B);0KM;04/12/2017 13:29:30;PP030419312AR;;C201700245795;8,485;8,325;EXPEDIDO;18972
1141;R;TIGRE 02                   (B);0KM;04/12/2017 13:29:38;PP030419357AR;;C201700245795;8,510;8,520;EXPEDIDO;18972
1141;R;TIGRE 02                   (B);VERDES;04/12/2017 14:34:59;PP030425074AR;1561551;.201700277345/8245/40270;1,185;1,185;EXPEDIDO;18978
1142;R;BAHIA BLANCA 03 A          (B);PACK;04/12/2017 11:51:21;PP030416996AR;512400;B201700003954;1,820;1,865;EXPEDIDO;18970
1142;R;BAHIA BLANCA 03 A          (B);VERDES;04/12/2017 14:35:58;PP030425131AR;354469;C201700237346/8246/40271;1,455;1,475;EXPEDIDO;18978
1143;R;BAHIA BLANCA 04            (B);VERDES;04/12/2017 14:38:30;PP030425370AR;1676241;C201700240272;0,565;0,560;EXPEDIDO;18978
1144;R;QUILMES 03;VERDES;04/12/2017 14:35:11;PP030425091AR;1561550;C201700240273;0,255;0,225;EXPEDIDO;18978
1146;R;MERLO 02 B                 (B);VERDES;04/12/2017 14:34:36;PP030425057AR;354436;C201700238247/8248;1,925;2,445;EXPEDIDO;18978
1147;R;LOMAS DE ZAMORA 03         (B);VERDES;04/12/2017 11:47:17;PP030416537AR;986625;C201700245527;1,005;1,095;EXPEDIDO;18973
1147;R;LOMAS DE ZAMORA 03         (B);VERDES;04/12/2017 14:39:02;PP030425437AR;1616295;C201700237347/7348/8249/8250;0,965;0,935;EXPEDIDO;18978
1147;R;LOMAS DE ZAMORA 03         (B);VERDES;04/12/2017 14:40:03;PP030425556AR;1561545;C201700240275/0274;0,480;0,500;EXPEDIDO;18978
1148;R;LOMAS DE ZAMORA 04         (B);VERDES;04/12/2017 14:42:24;PP030425794AR;1561544;C201700241093;0,925;1,145;EXPEDIDO;18978
1149;R;LA PLATA 06                (B);0KM;04/12/2017 08:02:05;PP030414859AR;512024;c201700245702;5,215;5,295;EXPEDIDO;18969
1149;R;LA PLATA 06                (B);PACK;04/12/2017 11:47:12;PP030416510AR;512392;A201700020132;0,375;0,275;EXPEDIDO;18970
1149;R;LA PLATA 06                (B);0KM;04/12/2017 13:29:49;PP030419391AR;;C201700245796;8,495;8,520;EXPEDIDO;18972
1149;R;LA PLATA 06                (B);0KM;04/12/2017 13:29:57;PP030419431AR;;C201700245796;8,505;8,510;EXPEDIDO;18972
1149;R;LA PLATA 06                (B);0KM;04/12/2017 13:30:07;PP030419476AR;;C201700245796;8,485;8,525;EXPEDIDO;18972
1149;R;LA PLATA 06                (B);0KM;04/12/2017 13:30:16;PP030419516AR;;C201700245796;8,490;8,525;EXPEDIDO;18972
1149;R;LA PLATA 06                (B);VERDES;04/12/2017 14:42:40;PP030425834AR;1561543;C201700240108;0,700;0,715;EXPEDIDO;18978
1150;R;AVELLANEDA 03              (B);VERDES;04/12/2017 14:44:31;PP030425998AR;1561542;C201700240276;0,475;0,500;EXPEDIDO;18978
1151;R;AVELLANEDA 04              (B);VERDES;04/12/2017 14:46:36;PP030426239AR;1676238;C201700239293/40277;0,575;0,565;EXPEDIDO;18978
1152;R;LA MATANZA 04;VERDES;04/12/2017 14:45:18;PP030426070AR;354416;C201700238251;1,555;1,590;EXPEDIDO;18978
1153;R;LA MATANZA 05 A;VERDES;04/12/2017 14:47:05;PP030426273AR;1676239;C201700237349/8252/9295;1,040;1,065;EXPEDIDO;18978
1154;R;LA MATANZA 06              (B);VERDES;04/12/2017 11:46:49;PP030416435AR;986632;C201700245529;0,310;0,395;EXPEDIDO;18973
1154;R;LA MATANZA 06              (B);VERDES;04/12/2017 14:46:16;PP030426171AR;354511;C201700237350/8253/9296/40278/40279;1,510;1,565;EXPEDIDO;18978
1156;R;MORON 04                   (B);VERDES;04/12/2017 14:39:22;PP030425499AR;1616299;C201700238254;0,485;0,475;EXPEDIDO;18978
1157;R;MORON 05                   (B);VERDES;04/12/2017 14:38:43;PP030425410AR;1616298;C201700237351;0,260;0,255;EXPEDIDO;18978
1158;R;TRES DE FEBRERO 03         (B);VERDES;04/12/2017 14:41:06;PP030425658AR;354531;C201700237352/9297/40280;1,800;1,800;EXPEDIDO;18978
1159;R;TRES ARROYOS 02 B;0KM;04/12/2017 07:24:30;PP030413195AR;512111;c201700245703;2,685;2,690;EXPEDIDO;18969
1159;R;TRES ARROYOS 02 B;VERDES;04/12/2017 11:46:15;PP030416293AR;986614;C201700245530;7,000;6,995;EXPEDIDO;18973
1159;R;TRES ARROYOS 02 B;0KM;04/12/2017 13:28:39;PP030419198AR;;C201700245797;8,515;8,515;EXPEDIDO;18972
1159;R;TRES ARROYOS 02 B;0KM;04/12/2017 14:10:32;PP030423612AR;512058;C201700245865;3,015;3,035;EXPEDIDO;18976
1159;R;TRES ARROYOS 02 B;VERDES;04/12/2017 14:39:32;PP030425511AR;1616297;C201700237353;0,255;0,255;EXPEDIDO;18978
1160;R;SAN MARTIN 04;VERDES;04/12/2017 14:44:06;PP030425919AR;1616296;C201700238255;0,715;0,605;EXPEDIDO;18978
1161;R;ESTEBAN ECHEVERRIA 2       (B);0KM;04/12/2017 14:56:15;PP030427512AR;1561581;C201700237354/5/8256/8257/9299;1,280;1,360;EXPEDIDO;18979
1162;R;OLAVARRIA 02;VERDES;04/12/2017 07:21:40;PP030413059AR;1595545;cca328312;0,225;0,235;EXPEDIDO;18973
1162;R;OLAVARRIA 02;0KM;04/12/2017 14:57:52;PP030427614AR;354336;C201700237356/40281;1,635;1,565;EXPEDIDO;18979
1163;R;MAR DEL PLATA 05           (B);VERDES;04/12/2017 11:46:33;PP030416378AR;986601;C201700245531;0,290;0,300;EXPEDIDO;18973
1163;R;MAR DEL PLATA 05           (B);0KM;04/12/2017 14:57:22;PP030427574AR;1676246;C201700239114;1,120;0,535;EXPEDIDO;18979
1164;R;MAR DEL PLATA 06           (B);0KM;04/12/2017 14:55:15;PP030427415AR;354448;C201700237357;1,615;1,550;EXPEDIDO;18979
1165;R;SAN FERNANDO 02            (B);0KM;04/12/2017 14:56:37;PP030427530AR;1561580;C201700238258/40282/40283;1,265;1,170;EXPEDIDO;18979
1166;R;MUN. URBANO DE LA COSTA 01 A;0KM;04/12/2017 14:58:34;PP030427659AR;1675293;C201700237358/930/40284;0,755;0,670;EXPEDIDO;18979
1167;R;LOMAS DE ZAMORA 05 A;0KM;04/12/2017 14:58:02;PP030427631AR;1561579;C201700240109;0,455;0,385;EXPEDIDO;18979
1168;R;MORON 06 A                 (B);VERDES;04/12/2017 14:55:42;PP030427472AR;1676234;C201700238259/9301;0,575;0,595;EXPEDIDO;18978
1169;R;OLIVOS 05 A                (B);0KM;04/12/2017 14:57:36;PP030427591AR;1561583;C201700239302/9303;0,560;0,815;EXPEDIDO;18979
1170;R;NECOCHEA 02 B              (B);0KM;04/12/2017 14:57:06;PP030427557AR;1561582;C201700238260/9304/40285;0,885;0,810;EXPEDIDO;18979
1171;R;ESCOBAR 01 A               (B);0KM;04/12/2017 14:55:07;PP030427398AR;354418;C201700237359/41094;1,825;1,760;EXPEDIDO;18979
1172;R;TANDIL 02                  (B);VERDES;04/12/2017 14:53:22;PP030427150AR;354539;C201700239305/40286;1,750;1,755;EXPEDIDO;18978
1173;R;BERAZATEGUI 02             (B);VERDES;04/12/2017 14:54:05;PP030427234AR;1676236;C201700239306/40287;0,570;0,605;EXPEDIDO;18978
1174;R;LA MATANZA 07;VERDES;04/12/2017 11:45:32;PP030416157AR;986636;C201700245532;5,730;5,755;EXPEDIDO;18973
1174;R;LA MATANZA 07;VERDES;04/12/2017 14:53:44;PP030427194AR;354526;C201700237360/8261/9307;1,175;1,165;EXPEDIDO;18978
1175;R;LANUS 05 A;0KM;04/12/2017 07:41:16;PP030413938AR;512150;c201700245704;3,930;3,930;EXPEDIDO;18969
1175;R;LANUS 05 A;0KM;04/12/2017 14:21:09;PP030424555AR;512054;C201700245866;5,935;5,945;EXPEDIDO;18976
1175;R;LANUS 05 A;VERDES;04/12/2017 14:52:59;PP030427075AR;354443;C2017002382629308/9309/40288/40289;1,595;1,565;EXPEDIDO;18978
1176;R;SAN ISIDRO 05 A            (B);VERDES;04/12/2017 14:55:04;PP030427375AR;1561536;C201700238263/8264/9310/40290/0291;0,700;0,755;EXPEDIDO;18978
1177;R;LOMAS DE ZAMORA 06         (B);VERDES;04/12/2017 11:45:51;PP030416231AR;986603;C201700245533;0,990;1,005;EXPEDIDO;18973
1177;R;LOMAS DE ZAMORA 06         (B);VERDES;04/12/2017 14:54:31;PP030427296AR;1676235;C201700239115/41095;0,810;0,895;EXPEDIDO;18978
1178;R;LA MATANZA 08              (B);VERDES;04/12/2017 14:50:44;PP030426772AR;354441;C201700238265/8266/9311;2,875;2,980;EXPEDIDO;18978
1179;R;SAN MARTIN 05 A (BA);VERDES;04/12/2017 14:50:00;PP030426675AR;354523;C201700237361/8267/9312/9313;1,635;1,740;EXPEDIDO;18978
1180;R;CAMPANA 02                 (B);0KM;04/12/2017 13:44:02;PP030422016AR;;C201700246901;8,480;8,200;EXPEDIDO;18972
1180;R;CAMPANA 02                 (B);0KM;04/12/2017 14:44:18;PP030425953AR;1560325;C201700237362;0,320;0,255;EXPEDIDO;18979
1181;R;TRES DE FEBRERO 04         (B);0KM;04/12/2017 14:46:27;PP030426211AR;1675232;C201700239314/40292/40293;1,105;0,910;EXPEDIDO;18979
1182;R;SAN NICOLAS 02 B           (B);0KM;04/12/2017 14:44:30;PP030425975AR;1560324;C201700239315/40294;0,415;0,350;EXPEDIDO;18979
1183;R;OLIVOS 06                  (B);0KM;04/12/2017 07:53:03;PP030414394AR;512028;c201700245705;2,725;2,745;EXPEDIDO;18969
1183;R;OLIVOS 06                  (B);VERDES;04/12/2017 11:46:02;PP030416259AR;986649;C201700245534.;1,730;1,750;EXPEDIDO;18973
1183;R;OLIVOS 06                  (B);0KM;04/12/2017 13:29:15;PP030419272AR;;C201700245798;8,520;8,555;EXPEDIDO;18972
1183;R;OLIVOS 06                  (B);0KM;04/12/2017 14:44:40;PP030426018AR;1560323;C201700240295;0,305;0,245;EXPEDIDO;18979
1184;R;MAR DEL PLATA 07           (B);0KM;04/12/2017 07:23:13;PP030413133AR;512109;c201700245706;3,965;3,975;EXPEDIDO;18969
1184;R;MAR DEL PLATA 07           (B);VERDES;04/12/2017 11:44:58;PP030416038AR;986661;C201700245535;5,635;5,775;EXPEDIDO;18973
1184;R;MAR DEL PLATA 07           (B);PACK;04/12/2017 11:50:44;PP030416951AR;512381;A201700020141;0,315;0,215;EXPEDIDO;18970
1184;R;MAR DEL PLATA 07           (B);0KM;04/12/2017 13:49:08;PP030422492AR;;C201700245799;8,485;8,520;EXPEDIDO;18972
1184;R;MAR DEL PLATA 07           (B);0KM;04/12/2017 13:49:17;PP030422515AR;;C201700245799;8,480;8,345;EXPEDIDO;18972
1184;R;MAR DEL PLATA 07           (B);0KM;04/12/2017 14:48:37;PP030426450AR;354504;C201700237363/7364/40296;1,535;1,485;EXPEDIDO;18979
1185;R;ADROGUE 03;0KM;04/12/2017 07:23:35;PP030413155AR;512107;c201700245707;2,675;2,610;EXPEDIDO;18969
1185;R;ADROGUE 03;VERDES;04/12/2017 11:47:09;PP030416497AR;986673;C201700245536;2,615;2,595;EXPEDIDO;18973
1185;R;ADROGUE 03;0KM;04/12/2017 13:49:30;PP030422532AR;;C201700245800;8,490;8,460;EXPEDIDO;18972
1185;R;ADROGUE 03;0KM;04/12/2017 13:49:39;PP030422550AR;;C201700245800;8,655;8,500;EXPEDIDO;18972
1185;R;ADROGUE 03;0KM;04/12/2017 14:47:09;PP030426295AR;1675233;C201700239116/41096;0,655;0,585;EXPEDIDO;18979
1186;R;MORENO 02 B                (B);VERDES;04/12/2017 11:44:11;PP030415899AR;986657;C201700245537;1,740;1,785;EXPEDIDO;18973
1186;R;MORENO 02 B                (B);0KM;04/12/2017 14:46:16;PP030426199AR;354450;C201700239316/9317;1,255;1,205;EXPEDIDO;18979
1187;R;JUNIN 02 B                 (B);VERDES;04/12/2017 11:39:01;PP030415474AR;986695;C201700245538;1,825;1,995;EXPEDIDO;18973
1187;R;JUNIN 02 B                 (B);0KM;04/12/2017 14:45:38;PP030426110AR;1675234;C201700238268/8269;0,715;0,645;EXPEDIDO;18979
1189;R;FLORENCIO VARELA 02 B      (B);VERDES;04/12/2017 11:43:22;PP030415810AR;986690;C201700245539;1,215;1,565;EXPEDIDO;18973
1189;R;FLORENCIO VARELA 02 B      (B);PACK;04/12/2017 11:52:40;PP030417118AR;512356;A201700020103;2,335;2,275;EXPEDIDO;18970
1189;R;FLORENCIO VARELA 02 B      (B);VERDES;04/12/2017 13:09:27;PP030417458AR;986250;C201700245540;3,370;3,360;EXPEDIDO;18973
1189;R;FLORENCIO VARELA 02 B      (B);0KM;04/12/2017 14:46:48;PP030426256AR;354449;C201700237365/9318/9319/40297;1,330;1,255;EXPEDIDO;18979
1190;R;ZARATE 02 B                (B);0KM;04/12/2017 14:48:19;PP030426415AR;1560320;C201700237366/40298;0,580;0,495;EXPEDIDO;18979
1192;R;MORON 07                   (B);0KM;04/12/2017 14:45:50;PP030426137AR;1560322;C201700237367/40299;0,560;0,585;EXPEDIDO;18979
1193;R;LUJAN 02 B                 (B);0KM;04/12/2017 14:46:04;PP030426154AR;1560321;C201700239117/9320/40300;0,345;0,255;EXPEDIDO;18979
1195;R;TIGRE 03;0KM;04/12/2017 14:45:26;PP030426097AR;354419;C201700237368/8270/40301;1,915;1,845;EXPEDIDO;18979
1196;R;LA PLATA 08                (B);0KM;04/12/2017 14:42:36;PP030425817AR;354420;C201700237369/9321;1,690;1,635;EXPEDIDO;18979
1197;R;SAN ISIDRO 06              (B);VERDES;04/12/2017 14:34:22;PP030425030AR;354457;C201700237370/8271/9322;1,745;1,735;EXPEDIDO;18978
1198;R;SAN ISIDRO 07 B            (B);VERDES;04/12/2017 14:32:30;PP030424913AR;1561556;C201700237371/7372/8272/8273/9323;0,605;0,620;EXPEDIDO;18978
1199;R;LANUS 06 B                 (B);VERDES;04/12/2017 14:32:43;PP030424935AR;354435;C201700239118/9324;1,295;1,285;EXPEDIDO;18978
1200;R;SAN MARTIN 06              (B);VERDES;04/12/2017 14:32:03;PP030424895AR;1676243;C201700237373/8274;0,825;0,830;EXPEDIDO;18978
1201;R;MAR DEL PLATA 08;VERDES;04/12/2017 14:31:31;PP030424856AR;354480;C201700237374/40302;2,245;2,265;EXPEDIDO;18978
1202;R;MAR DEL PLATA 09           (B);VERDES;04/12/2017 14:31:47;PP030424873AR;1561557;C201700238275/40303;1,180;1,175;EXPEDIDO;18978
1203;R;MALVINAS ARGENTINAS 01     (B);VERDES;04/12/2017 14:33:20;PP030424975AR;354468;C201700237375/8276/40304;1,560;1,555;EXPEDIDO;18978
1204;R;MALVINAS ARGENTINAS 02 A   (B);VERDES;04/12/2017 14:31:16;PP030424839AR;354460;C201700237376/8277/8278/9325/40305;1,805;1,770;EXPEDIDO;18978
1205;R;SAN FERNANDO 03            (B);PACK;04/12/2017 15:07:36;PP030428331AR;1560359;C201700239326;0,255;0,275;EXPEDIDO;18982
1206;R;OLIVOS 07                  (B);PACK;04/12/2017 15:16:06;PP030428610AR;1675238;C201700237377/9327/40306;0,805;0,555;EXPEDIDO;18982
1207;R;OLIVOS 08 B;PACK;04/12/2017 15:15:27;PP030428570AR;354599;C201700237378/8279/9328/40307;1,875;1,875;EXPEDIDO;18982
1208;R;MERCEDES 02 B              (B);PACK;04/12/2017 15:12:37;PP030428495AR;1560350;C201700237379/8280/40308/0309;0,750;0,000;BAJA;
1208;R;MERCEDES 02 B              (B);PACK;04/12/2017 15:13:37;PP030428535AR;1560350;C201700237379/8280/40308/40309;0,750;0,780;EXPEDIDO;18982
1209;R;BERAZATEGUI 03 A;PACK;04/12/2017 15:14:29;PP030428552AR;354339;C201700237380/8281/9329/40310;2,040;2,070;EXPEDIDO;18982
1210;R;ESTEBAN ECHEVERRIA 03      (B);PACK;04/12/2017 15:08:13;PP030428359AR;1560358;C201700238282/8283/9330;0,720;0,735;EXPEDIDO;18982
1211;R;QUILMES 06;PACK;04/12/2017 15:06:00;PP030428257AR;1560357;C201700239331/40311;0,480;0,515;EXPEDIDO;18982
1212;R;BAHIA BLANCA 05            (B);PACK;04/12/2017 15:08:47;PP030428376AR;1560356;C201700238284/9392/40312;0,945;1,000;EXPEDIDO;18982
1213;R;CARMEN DE ARECO 01 A       (B);PACK;04/12/2017 15:09:05;PP030428393AR;1560355;C201700240110;0,245;0,270;EXPEDIDO;18982
1214;R;ITUZAINGO 1 (EX MORON 8);PACK;04/12/2017 15:10:48;PP030428433AR;1560354;C201700238285/40315;0,485;0,495;EXPEDIDO;18982
1215;R;SAN ISIDRO 08              (B);PACK;04/12/2017 15:11:08;PP030428455AR;1560353;C201700240314;0,705;0,585;EXPEDIDO;18982
1216;R;QUILMES 07;PACK;04/12/2017 15:10:22;PP030428416AR;1560352;C201700237381/9333/40315;0,715;0,765;EXPEDIDO;18982
1217;R;RAMALLO 01 A MAVI          (B);PACK;04/12/2017 15:11:45;PP030428478AR;1560351;C201700238286/9334;0,365;0,375;EXPEDIDO;18982
1218;R;MORON 09                   (B);PACK;04/12/2017 15:06:57;PP030428314AR;1560360;C201700239335;0,255;0,305;EXPEDIDO;18982
1220;R;AVELLANEDA 06              (B);0KM;04/12/2017 15:06:25;PP030428274AR;354434;C201700237382/7383/40316/0317;1,825;1,775;EXPEDIDO;18979
1222;R;BAHIA BLANCA 06            (B);VERDES;04/12/2017 14:49:21;PP030426551AR;1561540;C201700238287/9336/40318;0,955;1,010;EXPEDIDO;18978
1223;R;EZEIZA 01 A;VERDES;04/12/2017 14:51:34;PP030426891AR;354553;C201700237384/8288/9337/40319;1,190;1,250;EXPEDIDO;18978
1224;R;MERLO 03                   (B);VERDES;04/12/2017 14:49:37;PP030426596AR;1561539;C201700237385/9338;0,480;0,465;EXPEDIDO;18978
1225;R;SAN MARTIN 07              (B);VERDES;04/12/2017 14:52:11;PP030426993AR;1676237;C201700237386/40320;0,810;0,810;EXPEDIDO;18978
1226;R;LA MATANZA 09              (B);VERDES;04/12/2017 14:50:26;PP030426738AR;354414;C201700238289/9339/40321;1,995;2,195;EXPEDIDO;18978
1227;R;LA MATANZA 10              (B);VERDES;04/12/2017 14:47:57;PP030426375AR;354444;C201700237387/9340;2,235;2,280;EXPEDIDO;18978
1228;R;LA PLATA 10                (B);VERDES;04/12/2017 14:48:29;PP030426432AR;1561541;C201700237388/9341;0,485;0,480;EXPEDIDO;18978
1229;R;AZUL 02 B                  (B);VERDES;04/12/2017 14:48:55;PP030426494AR;1561538;C201700237389/7390/8290/9342/40322;0,755;0,765;EXPEDIDO;18978
1230;R;ESCOBAR 02                 (B);VERDES;04/12/2017 14:47:35;PP030426335AR;354502;C201700239119/40323/0324;1,535;1,615;EXPEDIDO;18978
1231;R;TRES DE FEBRERO 05 A       (B);VERDES;04/12/2017 14:07:48;PP030423294AR;1635500;C201700238291;0,260;0,250;EXPEDIDO;18974
1232;R;HURLINGHAM 02 (EX MORON 10);VERDES;04/12/2017 14:20:36;PP030424516AR;c922698;C201700237391/9343/9344/40325;1,855;1,860;EXPEDIDO;18974
1233;R;LANUS 07                   (B);VERDES;04/12/2017 14:08:11;PP030423351AR;1635499;C201700237392/8292;0,490;0,510;EXPEDIDO;18974
1234;R;ADROGUE 04;VERDES;04/12/2017 14:08:23;PP030423379AR;1635498;C201700238101;0,485;0,510;EXPEDIDO;18974
1235;R;SAN FERNANDO 04            (B);VERDES;04/12/2017 14:08:57;PP030423453AR;1635497;C201700238293;0,815;0,295;EXPEDIDO;18974
1236;R;OLIVOS 09                  (B);VERDES;04/12/2017 14:09:10;PP030423475AR;1635496;C201700241097;0,250;0,250;EXPEDIDO;18974
1237;R;LOMAS DE ZAMORA 07         (B);0KM;04/12/2017 07:53:40;PP030414434AR;512008;c201700245708;2,715;2,725;EXPEDIDO;18969
1237;R;LOMAS DE ZAMORA 07         (B);VERDES;04/12/2017 11:43:32;PP030415837AR;986692;C201700245541;4,780;5,290;EXPEDIDO;18973
1237;R;LOMAS DE ZAMORA 07         (B);0KM;04/12/2017 13:36:14;PP030420770AR;;C201700245801;8,510;8,495;EXPEDIDO;18972
1237;R;LOMAS DE ZAMORA 07         (B);0KM;04/12/2017 13:36:22;PP030420797AR;;C201700245801;8,465;8,495;EXPEDIDO;18972
1237;R;LOMAS DE ZAMORA 07         (B);VERDES;04/12/2017 14:12:46;PP030423776AR;c922861;C201700237393/8294/9345/40326;1,665;1,670;EXPEDIDO;18974
1238;R;TIGRE 04                   (B);VERDES;04/12/2017 11:41:17;PP030415678AR;986681;C201700245542;1,830;1,900;EXPEDIDO;18973
1238;R;TIGRE 04                   (B);VERDES;04/12/2017 14:07:58;PP030423334AR;1635495;C201700239346;0,705;0,725;EXPEDIDO;18974
1239;R;QUILMES 08;VERDES;04/12/2017 14:17:08;PP030424198AR;1635494;C201700239347/40327;0,485;0,505;EXPEDIDO;18974
1240;R;JOSE C. PAZ 1              (B);0KM;04/12/2017 07:27:03;PP030413310AR;512118;c201700245709;1,545;1,610;EXPEDIDO;18969
1240;R;JOSE C. PAZ 1              (B);VERDES;04/12/2017 11:40:19;PP030415576AR;986684;C201700245543;2,995;3,015;EXPEDIDO;18973
1240;R;JOSE C. PAZ 1              (B);0KM;04/12/2017 13:49:51;PP030422577AR;;C201700245802;8,495;8,515;EXPEDIDO;18972
1241;R;MAR DEL PLATA 10           (B);0KM;04/12/2017 07:24:07;PP030413178AR;512186;c201700245710;1,455;1,505;EXPEDIDO;18969
1241;R;MAR DEL PLATA 10           (B);VERDES;04/12/2017 11:38:23;PP030415412AR;986696;C201700245544;2,210;2,295;EXPEDIDO;18973
1241;R;MAR DEL PLATA 10           (B);0KM;04/12/2017 13:30:25;PP030419533AR;;C201700245803;8,475;8,505;EXPEDIDO;18972
1241;R;MAR DEL PLATA 10           (B);VERDES;04/12/2017 14:09:29;PP030423515AR;1635493;C201700237394/40328;0,950;0,955;EXPEDIDO;18974
1242;R;MAR DEL PLATA 11           (B);VERDES;04/12/2017 11:43:51;PP030415854AR;986693;C201700245545;1,860;2,255;EXPEDIDO;18973
1242;R;MAR DEL PLATA 11           (B);0KM;04/12/2017 13:30:36;PP030419578AR;;C201700245804;8,495;8,725;EXPEDIDO;18972
1242;R;MAR DEL PLATA 11           (B);VERDES;04/12/2017 14:09:48;PP030423555AR;1635492;C201700237395/8295/40329;0,725;0,715;EXPEDIDO;18974
1243;R;BERAZATEGUI 04;VERDES;04/12/2017 14:10:17;PP030423590AR;1635491;C201700237396/8296/8297/9348/40330;1,200;1,225;EXPEDIDO;18974
1244;R;LA MATANZA 11              (B);VERDES;04/12/2017 14:11:58;PP030423691AR;1682486;C201700239349;1,215;1,360;EXPEDIDO;18974
1245;R;LA PLATA 11                (B);VERDES;04/12/2017 14:10:58;PP030423630AR;1635490;C201700240331;0,250;0,260;EXPEDIDO;18974
1246;R;LA PLATA 12                (B);VERDES;04/12/2017 14:08:38;PP030423419AR;1531501;C201700237397/8298;0,485;0,520;EXPEDIDO;18974
1247;R;GENERAL RODRIGUEZ 02 A     (B);VERDES;04/12/2017 14:19:07;PP030424374AR;1635478;C201700240111/0112/0332;1,000;0,965;EXPEDIDO;18974
1248;R;SAN ISIDRO 09 C            (B);VERDES;04/12/2017 14:19:38;PP030424414AR;1635480;C201700237398/8299/9350;0,995;1,050;EXPEDIDO;18974
1249;R;BERISSO 01 A;0KM;04/12/2017 07:27:40;PP030413337AR;512112;c201700245711;5,215;5,230;EXPEDIDO;18969
1249;R;BERISSO 01 A;VERDES;04/12/2017 13:25:48;PP030418759AR;986213;C201700245546;3,455;3,505;EXPEDIDO;18973
1249;R;BERISSO 01 A;0KM;04/12/2017 13:38:33;PP030421191AR;;C201700245805;8,500;8,885;EXPEDIDO;18972
1249;R;BERISSO 01 A;VERDES;04/12/2017 14:18:45;PP030424330AR;1635481;C201700238300/8301/40333;0,690;0,715;EXPEDIDO;18974
1249;R;BERISSO 01 A;0KM;04/12/2017 14:21:31;PP030424618AR;512079;C201700245867;5,965;5,945;EXPEDIDO;18976
1250;R;ITUZAINGO 2    (EX MORON 11);VERDES;04/12/2017 14:17:27;PP030424238AR;c922679;C201700239351/40334;2,450;2,405;EXPEDIDO;18974
1251;R;LANUS 08                   (B);VERDES;04/12/2017 14:20:11;PP030424476AR;1682490;C201700239352/9353/40335/40336;1,040;1,055;EXPEDIDO;18974
1252;R;QUILMES 05;VERDES;04/12/2017 13:25:57;PP030418793AR;986272;C201700245547;1,735;1,765;EXPEDIDO;18973
1252;R;QUILMES 05;VERDES;04/12/2017 14:18:25;PP030424312AR;c922656;C201700238302/8303/9354/40337;2,245;2,285;EXPEDIDO;18974
1253;R;LA PLATA 13                (B);VERDES;04/12/2017 14:17:44;PP030424272AR;1635482;C201700238304/9355;0,485;0,505;EXPEDIDO;18974
1254;R;CHIVILCOY 02               (B);0KM;04/12/2017 07:24:48;PP030413218AR;512194;c201700245712;1,465;1,495;EXPEDIDO;18969
1254;R;CHIVILCOY 02               (B);VERDES;04/12/2017 13:24:49;PP030418657AR;986286;c201700245548;0,895;0,945;EXPEDIDO;18973
1254;R;CHIVILCOY 02               (B);0KM;04/12/2017 13:30:47;PP030419618AR;;C201700245806;8,485;8,485;EXPEDIDO;18972
1255;R;LOMAS DE ZAMORA 08         (B);VERDES;04/12/2017 13:26:06;PP030418816AR;986219;C201700245549;0,890;1,045;EXPEDIDO;18973
1255;R;LOMAS DE ZAMORA 08         (B);VERDES;04/12/2017 14:14:48;PP030423970AR;1682489;C201700237399/8305/40338;1,275;1,210;EXPEDIDO;18974
1256;R;TRES DE FEBRERO 06 B;VERDES;04/12/2017 14:07:34;PP030423277AR;c922823;C201700238306;1,755;1,365;EXPEDIDO;18974
1257;R;MORENO 03                  (B);VERDES;04/12/2017 14:06:12;PP030423135AR;1531504;C201700237400/9356;0,945;0,955;EXPEDIDO;18974
1259;R;SAN MARTIN 08              (B);VERDES;04/12/2017 14:07:21;PP030423232AR;1682424;C201700237401/8307/40339;1,040;1,040;EXPEDIDO;18974
